#date,checker,turbidity,ph,chlorine,temperature,conductivity
"19:00:00,","수서,",0.02,7.1,0.34,4.2,100.0
"19:00:00,","자곡동(자곡증압),",0.04,7.2,0.43,2.2,258.0
"19:00:00,","삼성동(삼성증압),",0.04,,0.36,3.7,272.0
"20:00:00,","서초,",0.04,7.2,0.38,4.6,276.0
"20:00:00,","방배,",0.05,7.3,0.36,4.0,249.0
"20:00:00,","일원,",0.04,7.2,0.5,5.5,269.0
"20:00:00,","우면산,",0.02,7.2,0.36,1.6,293.0
"20:00:00,","도곡동(강남수도),",0.05,7.2,0.23,4.4,250.0
"20:00:00,","반포,",0.05,7.0,0.3,5.0,273.0
"20:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.7,249.0
"20:00:00,","반포동(자이A),",0.03,7.1,0.4,2.5,224.0
"20:00:00,","방배동(청두공원),",,,,,
"20:00:00,","내곡,",0.04,7.1,0.34,7.5,248.0
"20:00:00,","우면동(품질시험소),",0.04,7.3,0.26,6.2,246.0
"20:00:00,","논현동(논현초교),",0.11,7.2,0.21,47.2,109.0
"20:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.6,238.0
"20:00:00,","삼성,",0.02,7.1,0.41,4.2,100.0
"20:00:00,","봉은,",0.05,7.0,0.38,6.2,254.0
"20:00:00,","수서,",0.02,7.1,0.33,4.2,100.0
"20:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.3,257.0
"20:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,3.7,272.0
"21:00:00,","서초,",0.04,7.2,0.38,4.6,276.0
"21:00:00,","방배,",0.05,7.3,0.36,,249.0
"21:00:00,","일원,",0.04,7.2,0.38,5.6,266.0
"21:00:00,","우면산,",0.02,7.2,0.36,1.7,293.0
"21:00:00,","도곡동(강남수도),",0.05,7.1,0.23,4.7,251.0
"21:00:00,","반포,",0.05,7.0,0.29,5.0,273.0
"21:00:00,","내곡동(연간단가),",0.05,7.2,0.39,4.6,250.0
"21:00:00,","반포동(자이A),",0.03,7.0,0.39,2.6,224.0
"21:00:00,","방배동(청두공원),",,,,,
"21:00:00,","내곡,",0.04,7.1,0.36,7.5,249.0
"21:00:00,","우면동(품질시험소),",0.04,7.3,0.27,6.0,246.0
"21:00:00,","논현동(논현초교),",0.1,7.2,0.2,47.8,108.0
"21:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.5,240.0
"21:00:00,","삼성,",0.02,7.1,0.41,4.2,100.0
"21:00:00,","봉은,",0.05,7.0,,6.3,254.0
"21:00:00,","수서,",0.02,,,4.2,100.0
"21:00:00,",,0.04,7.2,0.38,2.3,257.0
"21:00:00,","삼성동(삼성증압),",,7.2,0.36,3.8,273.0
"22:00:00,","서초,",0.04,7.2,0.39,4.6,278.0
"22:00:00,","방배,",0.05,7.3,0.36,4.0,250.0
"22:00:00,","일원,",0.04,7.2,,5.5,264.0
"22:00:00,","우면산,",0.02,7.2,0.36,1.7,293.0
"22:00:00,","도곡동(강남수도),",0.05,7.2,0.22,4.8,249.0
"22:00:00,","반포,",0.05,7.0,0.28,5.0,272.0
"22:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.7,250.0
"22:00:00,","반포동(자이A),",0.03,7.0,0.39,2.7,224.0
"22:00:00,","방배동(청두공원),",,,,,
"22:00:00,","내곡,",0.04,7.1,0.37,7.5,249.0
"22:00:00,","우면동(품질시험소),",0.04,7.3,0.3,5.9,247.0
"22:00:00,","논현동(논현초교),",0.1,7.2,0.2,49.4,106.0
"22:00:00,","양재동(매헌초교),",0.12,7.2,0.32,4.4,240.0
"22:00:00,","삼성,",0.02,7.1,0.41,4.2,100.0
"22:00:00,","봉은,",0.05,7.0,0.37,6.3,254.0
"22:00:00,","수서,",0.02,7.1,0.34,4.2,100.0
"22:00:00,","자곡동(자곡증압),",0.04,7.2,0.37,2.2,256.0
"22:00:00,","삼성동(삼성증압),",0.04,7.3,0.37,3.8,273.0
"23:00:00,","서초,",0.04,7.2,0.4,4.5,279.0
"23:00:00,","방배,",0.05,7.3,0.37,4.0,253.0
"23:00:00,","일원,",0.04,7.2,0.37,5.4,264.0
"23:00:00,","우면산,",0.02,7.2,0.36,1.7,294.0
"23:00:00,","도곡동(강남수도),",0.05,7.2,0.25,4.6,251.0
"23:00:00,","반포,",0.05,7.0,0.28,5.0,272.0
"23:00:00,","내곡동(연간단가),",0.05,7.2,0.4,4.7,250.0
"23:00:00,","반포동(자이A),",0.03,7.0,0.38,2.8,224.0
"23:00:00,","방배동(청두공원),",,,,,
"23:00:00,","내곡,",0.04,7.1,0.36,7.5,249.0
"23:00:00,","우면동(품질시험소),",0.04,7.3,0.3,6.1,248.0
"23:00:00,","논현동(논현초교),",0.12,7.3,0.2,48.4,104.0
"23:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.2,239.0
"23:00:00,","삼성,",0.03,7.0,0.4,4.2,100.0
"23:00:00,","봉은,",,7.0,0.37,6.3,254.0
"23:00:00,","수서,",0.02,7.0,0.34,4.2,100.0
"23:00:00,","자곡동(자곡증압),",0.04,7.2,0.34,2.4,256.0
"23:00:00,","삼성동(삼성증압),",0.04,7.3,0.38,3.8,273.0
"00:00:00,","서초,",0.04,7.2,0.4,4.5,279.0
"00:00:00,","방배,",0.05,7.3,0.38,4.0,
"00:00:00,","일원,",,7.2,0.36,5.4,264.0
"00:00:00,","우면산,",0.02,7.2,0.36,1.7,295.0
"00:00:00,","도곡동(강남수도),",0.05,7.2,0.26,5.0,253.0
"00:00:00,","반포,",0.05,7.0,0.3,5.0,275.0
"00:00:00,","내곡동(연간단가),",0.05,7.3,0.33,4.9,250.0
"00:00:00,","반포동(자이A),",0.03,7.1,0.37,2.9,224.0
,"방배동(청두공원),",,,,,
"00:00:00,",,0.04,7.1,0.36,7.4,250.0
"00:00:00,","우면동(품질시험소),",0.04,7.3,0.31,6.1,248.0
"00:00:00,","논현동(논현초교),",0.12,7.2,0.2,48.3,105.0
"00:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.0,239.0
"00:00:00,","삼성,",0.02,7.1,0.37,4.2,100.0
"00:00:00,","봉은,",0.05,7.0,0.37,6.2,255.0
,"수서,",0.02,,0.36,4.2,100.0
"00:00:00,","자곡동(자곡증압),",0.04,7.2,0.31,2.6,255.0
"00:00:00,","삼성동(삼성증압),",0.04,7.3,0.38,3.7,273.0
"01:00:00,","서초,",0.04,7.2,0.39,4.4,280.0
"01:00:00,","방배,",0.05,7.3,0.38,4.0,254.0
"01:00:00,","일원,",0.05,7.2,0.33,5.4,263.0
"01:00:00,","우면산,",0.02,7.2,0.36,1.7,294.0
"01:00:00,","도곡동(강남수도),",0.05,7.2,0.26,5.3,254.0
"01:00:00,","반포,",0.05,,0.31,4.9,275.0
"01:00:00,","내곡동(연간단가),",0.05,7.3,0.41,4.7,250.0
"01:00:00,","반포동(자이A),",0.03,7.1,0.36,3.0,224.0
"01:00:00,","방배동(청두공원),",,,,,
"01:00:00,","내곡,",0.04,7.1,0.37,7.5,250.0
"01:00:00,","우면동(품질시험소),",0.04,7.3,0.31,6.3,249.0
"01:00:00,","논현동(논현초교),",0.11,7.2,0.2,49.3,106.0
"01:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.0,239.0
"01:00:00,","삼성,",0.02,7.1,0.37,4.2,100.0
"01:00:00,","봉은,",0.05,7.1,0.37,6.1,255.0
"01:00:00,","수서,",0.02,,0.36,4.2,100.0
"01:00:00,","자곡동(자곡증압),",0.04,7.2,0.34,2.6,256.0
"01:00:00,","삼성동(삼성증압),",0.04,,0.37,3.8,273.0
,"서초,",0.04,7.2,0.39,4.4,281.0
,"방배,",0.05,7.3,0.37,4.0,254.0
"02:00:00,","일원,",0.04,7.2,0.31,5.5,263.0
"02:00:00,","우면산,",0.02,7.2,0.35,1.7,294.0
"02:00:00,","도곡동(강남수도),",0.05,7.2,0.28,5.3,255.0
"02:00:00,","반포,",0.05,7.0,0.38,4.9,282.0
"02:00:00,","내곡동(연간단가),",0.05,7.3,0.34,4.8,250.0
,"반포동(자이A),",0.03,7.0,0.36,3.1,224.0
"02:00:00,","방배동(청두공원),",,,,,
"02:00:00,","내곡,",0.04,7.1,0.36,7.5,251.0
"02:00:00,","우면동(품질시험소),",0.04,7.3,0.29,6.4,249.0
"02:00:00,","논현동(논현초교),",0.11,7.2,0.21,47.6,110.0
"02:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.1,240.0
"02:00:00,","삼성,",0.02,7.1,0.37,4.3,100.0
"02:00:00,","봉은,",0.05,7.1,0.37,6.0,255.0
"02:00:00,","수서,",0.02,7.1,,4.3,100.0
"02:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.6,257.0
"02:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.8,274.0
"03:00:00,","서초,",0.04,7.2,0.39,4.5,281.0
"03:00:00,","방배,",0.05,7.3,0.37,4.0,254.0
"03:00:00,","일원,",0.04,7.2,0.3,5.6,
"03:00:00,","우면산,",0.02,7.2,0.35,1.7,293.0
"03:00:00,","도곡동(강남수도),",0.05,7.2,0.28,5.3,255.0
"03:00:00,","반포,",0.05,7.0,0.4,4.9,283.0
"03:00:00,","내곡동(연간단가),",0.05,7.3,0.31,5.0,250.0
"03:00:00,","반포동(자이A),",0.03,7.0,0.35,3.2,224.0
"03:00:00,","방배동(청두공원),",,,,,
"03:00:00,","내곡,",0.04,7.1,0.35,7.5,251.0
"03:00:00,","우면동(품질시험소),",0.04,7.3,0.29,6.3,249.0
"03:00:00,","논현동(논현초교),",0.11,7.2,0.21,47.9,110.0
"03:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.1,240.0
,"삼성,",0.02,7.0,0.37,4.5,100.0
"03:00:00,","봉은,",0.05,7.1,0.38,5.9,255.0
"03:00:00,","수서,",0.02,7.0,0.33,4.5,100.0
"03:00:00,","자곡동(자곡증압),",0.04,7.2,0.3,2.7,255.0
"03:00:00,",,0.04,7.2,0.37,3.9,274.0
"04:00:00,","서초,",0.04,7.2,0.39,4.5,281.0
"04:00:00,","방배,",,7.3,,,254.0
"04:00:00,",,0.04,7.2,0.3,5.7,263.0
,"우면산,",0.02,7.2,0.35,1.7,294.0
"04:00:00,","도곡동(강남수도),",0.05,7.2,0.28,5.3,255.0
"04:00:00,","반포,",0.05,7.0,0.42,4.8,284.0
"04:00:00,","내곡동(연간단가),",0.05,7.3,0.3,4.9,249.0
"04:00:00,","반포동(자이A),",0.03,7.1,0.34,3.3,224.0
"04:00:00,","방배동(청두공원),",,,,,
"04:00:00,","내곡,",0.04,7.1,0.34,7.3,252.0
"04:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.3,250.0
"04:00:00,","논현동(논현초교),",0.11,7.3,0.21,47.3,109.0
"04:00:00,",,0.12,7.2,0.33,4.1,241.0
"04:00:00,","삼성,",0.02,7.1,,4.5,100.0
"04:00:00,","봉은,",0.05,7.1,0.39,5.8,255.0
"04:00:00,","수서,",0.02,7.1,0.31,4.5,100.0
,"자곡동(자곡증압),",0.04,7.2,0.31,2.7,256.0
"04:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.9,273.0
"05:00:00,","서초,",0.04,7.2,0.38,4.4,282.0
"05:00:00,","방배,",0.05,7.3,0.37,3.9,255.0
"05:00:00,","일원,",0.04,7.2,0.29,5.8,263.0
"05:00:00,","우면산,",0.02,7.2,0.35,1.7,293.0
"05:00:00,","도곡동(강남수도),",0.05,7.2,0.29,5.3,255.0
"05:00:00,","반포,",0.05,7.0,0.44,4.8,284.0
"05:00:00,","내곡동(연간단가),",0.05,7.3,0.32,5.1,250.0
"05:00:00,","반포동(자이A),",0.03,7.1,0.33,3.4,223.0
"05:00:00,","방배동(청두공원),",,,,,
"05:00:00,","내곡,",0.04,7.1,0.34,7.3,252.0
"05:00:00,",,0.04,7.3,0.25,6.2,250.0
"05:00:00,","논현동(논현초교),",0.12,7.3,0.21,47.4,108.0
,"양재동(매헌초교),",0.12,7.2,0.33,4.1,
"05:00:00,","삼성,",0.02,,0.37,4.6,100.0
"05:00:00,",,0.05,7.0,0.39,5.7,255.0
"05:00:00,","수서,",0.02,7.1,0.3,4.6,
"05:00:00,","자곡동(자곡증압),",0.04,7.2,0.3,2.5,255.0
"05:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,4.0,
"06:00:00,","서초,",0.04,7.2,0.38,4.4,281.0
"06:00:00,","방배,",0.05,7.3,0.38,3.9,255.0
"06:00:00,","일원,",0.05,7.2,0.28,5.8,263.0
"06:00:00,","우면산,",0.02,7.1,0.35,1.6,
"06:00:00,","도곡동(강남수도),",0.05,7.2,0.29,5.3,255.0
"06:00:00,","반포,",0.05,7.0,0.4,4.9,281.0
"06:00:00,","내곡동(연간단가),",0.05,7.3,0.28,5.1,249.0
"06:00:00,","반포동(자이A),",0.03,7.1,0.32,3.4,223.0
"06:00:00,","방배동(청두공원),",,,,,
"06:00:00,","내곡,",0.04,7.1,0.34,7.3,252.0
"06:00:00,","우면동(품질시험소),",0.04,7.3,0.25,6.1,251.0
"06:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.1,112.0
"06:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.0,242.0
"06:00:00,","삼성,",0.02,7.0,0.37,4.6,100.0
"06:00:00,","봉은,",0.05,7.0,0.38,5.6,255.0
"06:00:00,","수서,",0.02,7.1,0.29,4.6,100.0
"06:00:00,","자곡동(자곡증압),",0.04,7.2,0.3,2.5,255.0
"06:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,4.0,274.0
"07:00:00,","서초,",,7.2,0.38,4.5,281.0
"07:00:00,","방배,",0.05,7.3,0.38,3.9,255.0
"07:00:00,","일원,",0.04,7.2,0.29,5.8,263.0
"07:00:00,","우면산,",0.02,7.1,0.35,1.6,293.0
"07:00:00,","도곡동(강남수도),",0.05,7.2,0.28,5.5,255.0
"07:00:00,","반포,",0.05,7.0,0.36,4.9,277.0
"07:00:00,","내곡동(연간단가),",0.05,7.3,0.27,5.1,250.0
,"반포동(자이A),",0.03,7.1,0.36,3.0,226.0
"07:00:00,","방배동(청두공원),",,,,,
"07:00:00,","내곡,",0.04,7.1,0.33,7.3,252.0
"07:00:00,","우면동(품질시험소),",0.04,7.3,,6.0,251.0
"07:00:00,","논현동(논현초교),",0.11,7.2,,45.7,
"07:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.0,243.0
"07:00:00,","삼성,",0.02,7.1,0.37,4.5,100.0
"07:00:00,","봉은,",0.05,7.0,0.38,5.6,255.0
"07:00:00,","수서,",0.02,7.1,0.29,4.5,100.0
"07:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,2.4,257.0
"07:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,3.9,274.0
"08:00:00,","서초,",0.04,7.2,0.37,4.4,282.0
"08:00:00,","방배,",0.05,7.3,0.37,3.9,255.0
"08:00:00,","일원,",0.04,7.2,0.32,5.8,264.0
"08:00:00,","우면산,",0.02,7.1,0.35,1.6,293.0
"08:00:00,","도곡동(강남수도),",0.05,7.2,0.28,5.6,255.0
"08:00:00,","반포,",0.05,7.0,0.35,4.8,277.0
"08:00:00,","내곡동(연간단가),",0.05,7.3,0.28,5.2,250.0
"08:00:00,","반포동(자이A),",0.03,7.1,0.42,2.3,230.0
"08:00:00,","방배동(청두공원),",,,,,
"08:00:00,","내곡,",0.04,7.1,0.32,7.4,252.0
"08:00:00,","우면동(품질시험소),",0.04,7.3,0.28,5.8,252.0
"08:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.8,111.0
"08:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.9,243.0
"08:00:00,",,0.02,7.1,0.38,4.5,100.0
"08:00:00,","봉은,",0.05,7.0,0.39,5.5,255.0
"08:00:00,","수서,",0.02,7.1,0.29,4.5,100.0
"08:00:00,","자곡동(자곡증압),",0.04,7.2,0.33,2.3,255.0
"08:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,3.8,274.0
"09:00:00,","서초,",0.04,7.2,0.37,4.5,282.0
"09:00:00,","방배,",0.05,7.3,0.37,4.0,255.0
,"일원,",0.04,7.2,0.52,5.3,267.0
"09:00:00,","우면산,",0.02,7.1,0.35,1.6,293.0
"09:00:00,","도곡동(강남수도),",0.05,7.2,0.25,5.3,254.0
"09:00:00,","반포,",0.05,,0.34,4.9,278.0
"09:00:00,","내곡동(연간단가),",0.05,7.2,0.29,5.0,249.0
"09:00:00,","반포동(자이A),",0.03,7.0,0.41,2.4,229.0
"09:00:00,","방배동(청두공원),",,,,,
"09:00:00,","내곡,",0.04,7.1,0.32,7.4,252.0
"09:00:00,","우면동(품질시험소),",0.04,7.3,,5.7,253.0
"09:00:00,","논현동(논현초교),",0.35,7.2,0.2,47.6,105.0
"09:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.9,242.0
"09:00:00,","삼성,",0.02,7.1,,4.3,100.0
"09:00:00,","봉은,",0.05,7.0,0.39,5.5,255.0
"09:00:00,","수서,",0.02,7.1,0.3,4.3,100.0
"09:00:00,","자곡동(자곡증압),",0.04,7.2,0.31,2.5,254.0
"09:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.7,273.0
"10:00:00,","서초,",0.04,7.2,0.37,4.6,282.0
"10:00:00,","방배,",0.05,7.3,0.37,4.0,255.0
"10:00:00,","일원,",0.04,7.2,0.5,5.3,268.0
"10:00:00,","우면산,",0.02,7.1,0.35,1.6,293.0
"10:00:00,","도곡동(강남수도),",0.05,7.2,0.23,5.1,255.0
"10:00:00,","반포,",0.05,7.0,0.33,4.9,278.0
"10:00:00,","내곡동(연간단가),",0.05,7.2,0.32,4.9,250.0
"10:00:00,","반포동(자이A),",0.03,7.1,0.39,2.6,229.0
"10:00:00,","방배동(청두공원),",,,,,
"10:00:00,","내곡,",0.04,7.1,0.31,7.5,252.0
"10:00:00,","우면동(품질시험소),",0.04,7.3,0.27,5.9,253.0
"10:00:00,","논현동(논현초교),",0.08,7.2,0.21,47.9,245.0
"10:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.0,
"10:00:00,","삼성,",0.02,7.0,0.4,4.3,100.0
"10:00:00,","봉은,",0.05,7.0,0.4,5.6,256.0
"10:00:00,","수서,",,7.0,0.3,4.3,100.0
"10:00:00,","자곡동(자곡증압),",0.04,7.2,0.23,2.7,252.0
"10:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.8,273.0
,"서초,",0.04,7.2,0.37,4.6,283.0
"11:00:00,","방배,",0.05,7.3,,4.0,255.0
"11:00:00,","일원,",0.04,7.2,0.49,5.3,268.0
"11:00:00,","우면산,",0.02,7.1,0.35,1.7,295.0
"11:00:00,","도곡동(강남수도),",0.05,7.2,0.22,5.1,255.0
"11:00:00,","반포,",0.05,7.0,0.32,,279.0
"11:00:00,","내곡동(연간단가),",0.05,7.2,0.28,,248.0
"11:00:00,",,,7.1,0.39,2.7,229.0
"11:00:00,","방배동(청두공원),",,,,,
"11:00:00,","내곡,",0.04,7.1,0.32,7.6,253.0
"11:00:00,","우면동(품질시험소),",0.04,7.3,0.29,6.2,252.0
"11:00:00,","논현동(논현초교),",0.05,7.1,0.21,48.0,275.0
"11:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.2,241.0
"11:00:00,","삼성,",0.02,7.1,0.41,4.3,100.0
"11:00:00,","봉은,",0.05,7.1,0.4,5.7,256.0
"11:00:00,","수서,",0.02,7.1,0.3,4.3,100.0
"11:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,2.9,256.0
"11:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.8,273.0
"12:00:00,","서초,",0.04,7.2,0.38,4.6,283.0
"12:00:00,","방배,",0.05,,0.37,4.0,255.0
"12:00:00,","일원,",0.04,7.2,0.41,5.5,266.0
"12:00:00,","우면산,",0.02,7.1,0.35,1.7,
"12:00:00,","도곡동(강남수도),",0.05,7.2,0.23,4.8,255.0
"12:00:00,","반포,",0.05,7.0,0.31,,280.0
"12:00:00,","내곡동(연간단가),",0.05,7.2,0.29,4.9,248.0
"12:00:00,","반포동(자이A),",0.03,7.1,0.37,2.8,228.0
"12:00:00,","방배동(청두공원),",,,,,
"12:00:00,","내곡,",0.04,7.1,0.3,,253.0
"12:00:00,","우면동(품질시험소),",0.04,7.3,0.29,6.5,252.0
"12:00:00,","논현동(논현초교),",0.05,7.1,0.22,48.4,274.0
,"양재동(매헌초교),",0.12,7.2,0.33,4.6,
"12:00:00,","삼성,",0.02,7.1,0.42,4.3,100.0
"12:00:00,","봉은,",0.05,7.1,0.41,5.7,257.0
"12:00:00,","수서,",0.02,7.1,0.3,4.3,100.0
"12:00:00,","자곡동(자곡증압),",0.04,7.2,0.39,2.8,258.0
"12:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.8,274.0
"13:00:00,","서초,",0.04,,0.38,4.7,282.0
"13:00:00,","방배,",0.05,7.3,0.37,4.0,255.0
"13:00:00,","일원,",0.04,7.2,0.43,5.5,267.0
"13:00:00,","우면산,",0.02,7.2,0.34,1.7,296.0
"13:00:00,","도곡동(강남수도),",0.05,7.2,0.22,4.8,255.0
"13:00:00,","반포,",0.05,7.0,0.31,,281.0
"13:00:00,","내곡동(연간단가),",0.05,7.2,0.35,5.0,249.0
"13:00:00,","반포동(자이A),",0.03,7.1,0.37,2.9,228.0
"13:00:00,","방배동(청두공원),",,,,,
"13:00:00,","내곡,",0.04,7.1,0.3,7.3,255.0
"13:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.7,251.0
"13:00:00,","논현동(논현초교),",0.06,7.1,0.22,47.8,274.0
"13:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.7,240.0
"13:00:00,","삼성,",0.02,7.1,0.43,4.3,100.0
"13:00:00,","봉은,",0.05,7.1,0.41,5.8,257.0
"13:00:00,","수서,",0.02,7.1,0.31,4.3,100.0
"13:00:00,","자곡동(자곡증압),",0.04,7.2,0.41,2.7,259.0
"13:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.8,274.0
"14:00:00,","서초,",0.04,7.2,0.38,4.6,283.0
"14:00:00,","방배,",0.05,7.3,0.36,4.0,255.0
"14:00:00,","일원,",0.04,7.2,0.46,5.5,269.0
"14:00:00,","우면산,",0.02,7.2,0.34,1.7,297.0
"14:00:00,","도곡동(강남수도),",0.05,7.2,0.22,5.0,255.0
"14:00:00,","반포,",0.05,7.0,0.29,5.0,282.0
"14:00:00,","내곡동(연간단가),",0.05,7.2,0.38,4.8,251.0
"14:00:00,","반포동(자이A),",0.03,7.1,0.39,2.6,229.0
"14:00:00,","방배동(청두공원),",,,,,
"14:00:00,","내곡,",0.04,7.1,0.3,7.2,254.0
"14:00:00,","우면동(품질시험소),",0.04,7.3,0.29,6.7,251.0
"14:00:00,","논현동(논현초교),",0.06,7.1,0.21,47.4,273.0
"14:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.7,240.0
"14:00:00,","삼성,",0.02,7.1,0.44,4.2,100.0
"14:00:00,","봉은,",0.05,7.1,0.4,5.9,258.0
"14:00:00,","수서,",0.02,7.1,0.31,4.2,100.0
"14:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,2.8,258.0
"14:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.7,274.0
"15:00:00,","서초,",0.04,7.2,0.39,,282.0
"15:00:00,","방배,",0.05,7.3,0.37,4.1,255.0
"15:00:00,","일원,",0.04,7.2,0.43,5.5,268.0
"15:00:00,","우면산,",0.02,7.2,0.34,1.7,298.0
"15:00:00,","도곡동(강남수도),",0.05,7.2,0.24,4.9,255.0
"15:00:00,","반포,",0.05,7.0,0.29,5.0,283.0
"15:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.9,251.0
"15:00:00,","반포동(자이A),",0.03,7.1,0.41,2.4,230.0
"15:00:00,",,,,,,
"15:00:00,","내곡,",0.04,7.1,0.32,7.2,256.0
"15:00:00,","우면동(품질시험소),",0.04,7.3,0.27,6.8,251.0
"15:00:00,","논현동(논현초교),",0.05,7.0,0.21,46.6,276.0
"15:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.7,240.0
"15:00:00,","삼성,",0.02,7.1,0.45,4.2,100.0
"15:00:00,","봉은,",0.05,7.1,0.4,5.9,259.0
"15:00:00,","수서,",0.02,7.1,0.3,4.2,100.0
"15:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.8,260.0
"15:00:00,",,0.04,7.2,0.37,3.8,274.0
"16:00:00,","서초,",0.04,7.2,0.39,4.8,282.0
"16:00:00,","방배,",0.05,7.3,0.38,4.1,
"16:00:00,","일원,",0.04,7.2,0.45,5.5,269.0
"16:00:00,","우면산,",0.02,7.2,0.34,1.7,298.0
"16:00:00,","도곡동(강남수도),",0.05,7.2,,5.0,256.0
"16:00:00,",,0.05,7.0,0.29,5.0,283.0
"16:00:00,","내곡동(연간단가),",0.05,7.2,0.37,4.9,251.0
,"반포동(자이A),",0.03,7.0,0.41,2.5,229.0
"16:00:00,","방배동(청두공원),",,,,,
"16:00:00,","내곡,",0.04,7.1,0.32,7.3,253.0
"16:00:00,","우면동(품질시험소),",0.04,7.3,0.3,6.8,
"16:00:00,","논현동(논현초교),",0.06,7.1,0.21,47.9,273.0
"16:00:00,","양재동(매헌초교),",0.12,7.2,0.32,4.8,240.0
"16:00:00,","삼성,",0.02,7.1,0.46,4.3,100.0
"16:00:00,","봉은,",0.05,7.1,0.4,5.9,259.0
"16:00:00,","수서,",0.02,7.1,0.31,4.3,100.0
"16:00:00,","자곡동(자곡증압),",0.04,7.2,0.39,2.7,260.0
"16:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,,275.0
"17:00:00,","서초,",0.04,7.2,0.39,4.7,282.0
"17:00:00,","방배,",0.05,7.3,0.38,4.1,256.0
"17:00:00,","일원,",0.04,7.2,0.37,5.6,267.0
"17:00:00,","우면산,",0.02,7.2,0.35,1.7,298.0
"17:00:00,","도곡동(강남수도),",0.05,7.2,0.25,5.0,257.0
"17:00:00,","반포,",0.05,7.0,0.29,5.0,283.0
"17:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.8,
"17:00:00,","반포동(자이A),",0.03,7.1,0.39,2.6,229.0
"17:00:00,","방배동(청두공원),",,,,,
"17:00:00,","내곡,",0.04,7.1,0.31,7.1,256.0
"17:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.7,250.0
"17:00:00,","논현동(논현초교),",0.06,7.1,0.22,48.6,272.0
"17:00:00,","양재동(매헌초교),",0.11,7.2,0.33,4.9,241.0
"17:00:00,","삼성,",0.02,7.1,0.45,4.3,100.0
"17:00:00,","봉은,",0.05,7.1,0.41,6.0,259.0
"17:00:00,","수서,",0.02,7.1,0.32,4.3,100.0
"17:00:00,","자곡동(자곡증압),",0.04,7.2,0.41,2.7,260.0
"17:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.9,278.0
"18:00:00,","서초,",0.04,7.2,0.4,4.7,283.0
"18:00:00,","방배,",0.05,7.3,0.39,4.1,256.0
"18:00:00,","일원,",0.04,7.2,0.41,5.6,268.0
"18:00:00,","우면산,",0.02,7.2,0.35,1.7,298.0
"18:00:00,","도곡동(강남수도),",0.05,7.2,0.25,4.9,257.0
"18:00:00,","반포,",0.05,7.0,,5.0,284.0
"18:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.9,253.0
"18:00:00,","반포동(자이A),",0.03,7.1,0.39,2.7,229.0
"18:00:00,","방배동(청두공원),",,,,,
"18:00:00,","내곡,",0.04,7.1,0.32,7.4,255.0
"18:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.7,250.0
"18:00:00,","논현동(논현초교),",0.05,7.0,0.21,48.3,274.0
